,cwe_id
3087,CWE-89
3088,CWE-89
3089,CWE-89
3090,CWE-190
3091,CWE-369
3092,CWE-78
3093,CWE-94
3094,NVD-CWE-noinfo
3095,CWE-22
3096,CWE-119
3097,CWE-125
3098,CWE-125
3099,CWE-732
3100,CWE-20
3101,CWE-22
3102,CWE-20
3103,CWE-287
3104,CWE-613
3105,CWE-20
3106,CWE-787
3107,CWE-20
3108,CWE-787
3109,CWE-191
3110,CWE-78
3111,CWE-22
3112,CWE-824
3113,CWE-78
3114,CWE-787
3115,CWE-120
3116,CWE-787
3117,CWE-20
3118,CWE-119
3119,CWE-22
3120,CWE-22
3121,CWE-369
3122,CWE-369
3123,CWE-601
3124,CWE-125
3125,CWE-79
3126,CWE-476
3127,CWE-787
3128,CWE-276
3129,CWE-193
3130,CWE-20
3131,CWE-787
3132,CWE-193
3133,CWE-94
3134,CWE-502
3135,CWE-502
3136,CWE-502
3137,CWE-611
3138,CWE-918
3139,CWE-416
3140,NVD-CWE-noinfo
3141,CWE-20
3142,CWE-434
3143,CWE-119
3144,CWE-200
3145,CWE-362
3146,CWE-502
3147,CWE-611
3148,NVD-CWE-noinfo
3149,CWE-79
3150,CWE-79
3151,CWE-79
3152,CWE-79
3153,CWE-79
3154,CWE-79
3155,CWE-200
3156,CWE-20
3157,CWE-79
3158,CWE-617
3159,CWE-347
3160,CWE-400
3161,CWE-476
3162,CWE-476
3163,CWE-835
3164,CWE-416
3165,CWE-476
3166,CWE-476
3167,CWE-476
3168,CWE-476
3169,CWE-476
3170,CWE-476
3171,CWE-347
3172,CWE-347
3173,CWE-347
3174,CWE-20
3175,CWE-120
3176,CWE-200
3177,NVD-CWE-noinfo
3178,CWE-434
3179,CWE-89
3180,CWE-119
3181,CWE-119
3182,CWE-119
3183,CWE-79
3184,CWE-79
3185,CWE-79
3186,CWE-119
3187,CWE-119
3188,CWE-119
3189,CWE-119
3190,CWE-119
3191,CWE-415
3192,CWE-415
3193,CWE-415
3194,CWE-674
3195,CWE-190
3196,CWE-787
3197,NVD-CWE-noinfo
3198,CWE-20
3199,CWE-772
3200,CWE-772
3201,CWE-787
3202,CWE-252
3203,CWE-119
3204,CWE-770
3205,CWE-200
3206,CWE-20
3207,CWE-476
3208,CWE-835
3209,CWE-125
3210,CWE-772
3211,CWE-119
3212,CWE-416
3213,CWE-125
3214,CWE-434
3215,CWE-94
3216,CWE-362
3217,CWE-20
3218,CWE-502
3219,CWE-476
3220,CWE-79
3221,CWE-352
3222,CWE-89
3223,CWE-22
3224,CWE-89
3225,CWE-416
3226,CWE-125
3227,CWE-476
3228,CWE-125
3229,CWE-119
3230,CWE-88
3231,CWE-89
3232,CWE-22
3233,CWE-434
3234,CWE-190
3235,CWE-190
3236,CWE-190
3237,CWE-22
3238,CWE-787
3239,CWE-20
3240,CWE-522
3241,CWE-190
3242,CWE-190
3243,CWE-787
3244,CWE-125
3245,CWE-119
3246,CWE-704
3247,CWE-863
3248,CWE-22
3249,CWE-125
3250,CWE-200
3251,CWE-89
3252,CWE-787
3253,CWE-787
3254,CWE-476
3255,CWE-22
3256,CWE-79
3257,CWE-79
3258,CWE-79
3259,CWE-79
3260,CWE-79
3261,CWE-79
3262,CWE-79
3263,CWE-79
3264,CWE-79
3265,CWE-79
3266,CWE-79
3267,CWE-754
3268,CWE-200
3269,CWE-94
3270,CWE-113
3271,CWE-116
3272,CWE-200
3273,CWE-190
3274,CWE-863
3275,CWE-59
3276,CWE-200
3277,CWE-79
3278,CWE-22
3279,CWE-787
3280,CWE-190
3281,CWE-476
3282,NVD-CWE-noinfo
3283,CWE-79
3284,CWE-79
3285,CWE-502
3286,CWE-502
3287,CWE-502
3288,CWE-125
3289,CWE-425
3290,CWE-79
3291,CWE-416
3292,CWE-400
3293,CWE-835
3294,CWE-125
3295,CWE-125
3296,CWE-125
3297,CWE-200
3298,CWE-78
3299,CWE-125
3300,CWE-119
3301,CWE-835
3302,CWE-416
3303,CWE-125
3304,CWE-125
3305,CWE-79
3306,CWE-79
3307,CWE-79
3308,CWE-89
3309,CWE-79
3310,CWE-89
3311,CWE-400
3312,CWE-79
3313,CWE-732
3314,CWE-185
3315,CWE-400
3316,CWE-125
3317,CWE-125
3318,CWE-125
3319,CWE-190
3320,CWE-787
3321,CWE-125
3322,CWE-191
3323,CWE-191
3324,CWE-191
3325,CWE-787
3326,CWE-119
3327,CWE-617
3328,NVD-CWE-noinfo
3329,CWE-22
3330,CWE-79
3331,CWE-22
3332,CWE-190
3333,CWE-611
3334,CWE-787
3335,CWE-125
3336,CWE-125
3337,CWE-125
3338,CWE-125
3339,CWE-787
3340,CWE-125
3341,CWE-835
3342,CWE-200
3343,CWE-787
3344,CWE-119
3345,CWE-190
3346,CWE-190
3347,CWE-79
3348,CWE-352
3349,CWE-20
3350,CWE-20
3351,CWE-863
3352,CWE-125
3353,CWE-79
3354,CWE-79
3355,CWE-79
3356,CWE-79
3357,CWE-787
3358,CWE-787
3359,CWE-787
3360,CWE-787
3361,CWE-787
3362,CWE-119
3363,CWE-119
3364,CWE-787
3365,CWE-835
3366,CWE-476
3367,CWE-185
3368,CWE-190
3369,CWE-59
3370,CWE-20
3371,CWE-362
3372,CWE-416
3373,CWE-79
3374,CWE-200
3375,CWE-190
3376,NVD-CWE-noinfo
3377,CWE-125
3378,CWE-119
3379,CWE-416
3380,CWE-287
3381,CWE-415
3382,CWE-79
3383,CWE-79
3384,CWE-787
3385,CWE-401
3386,CWE-20
3387,CWE-125
3388,CWE-502
3389,CWE-74
3390,CWE-787
3391,CWE-120
3392,CWE-787
3393,CWE-79
3394,CWE-22
3395,CWE-79
3396,CWE-20
3397,NVD-CWE-noinfo
3398,NVD-CWE-noinfo
3399,NVD-CWE-noinfo
3400,CWE-20
3401,CWE-79
3402,CWE-471
3403,CWE-22
3404,CWE-22
3405,CWE-20
3406,CWE-79
3407,CWE-362
3408,CWE-79
3409,CWE-601
3410,CWE-918
3411,CWE-79
3412,CWE-79
3413,CWE-787
3414,CWE-476
3415,CWE-362
3416,CWE-416
3417,CWE-125
3418,CWE-347
3419,CWE-476
3420,CWE-90
3421,CWE-79
3422,CWE-400
3423,CWE-835
3424,CWE-362
3425,CWE-416
3426,CWE-674
3427,CWE-352
3428,CWE-79
3429,CWE-835
3430,CWE-476
3431,CWE-59
3432,CWE-502
3433,CWE-20
3434,CWE-119
3435,CWE-125
3436,CWE-20
3437,CWE-787
3438,CWE-388
3439,CWE-20
3440,CWE-79
3441,CWE-20
3442,CWE-200
3443,CWE-200
3444,NVD-CWE-noinfo
3445,CWE-436
3446,CWE-200
3447,CWE-352
3448,CWE-787
3449,CWE-125
3450,CWE-79
3451,CWE-20
3452,CWE-190
3453,CWE-22
3454,CWE-787
3455,CWE-476
3456,NVD-CWE-noinfo
3457,CWE-22
3458,CWE-119
3459,CWE-125
3460,CWE-125
3461,CWE-732
3462,CWE-476
3463,CWE-94
3464,CWE-415
3465,CWE-119
3466,CWE-476
3467,CWE-320
3468,CWE-20
3469,CWE-119
3470,CWE-352
3471,CWE-119
3472,CWE-400
3473,CWE-79
3474,CWE-79
3475,CWE-862
3476,CWE-862
3477,CWE-347
3478,NVD-CWE-noinfo
3479,CWE-287
3480,CWE-287
3481,CWE-119
3482,CWE-20
3483,CWE-772
3484,CWE-502
3485,CWE-362
3486,CWE-476
3487,CWE-476
3488,CWE-20
3489,CWE-755
3490,CWE-476
3491,CWE-20
3492,CWE-772
3493,NVD-CWE-noinfo
3494,CWE-94
3495,CWE-190
3496,CWE-415
3497,CWE-79
3498,CWE-125
3499,CWE-787
3500,CWE-787
3501,CWE-681
3502,CWE-787
3503,CWE-190
3504,CWE-787
3505,CWE-787
3506,CWE-125
3507,CWE-125
3508,CWE-125
3509,CWE-787
3510,CWE-190
3511,CWE-787
3512,CWE-190
3513,CWE-787
3514,CWE-125
3515,CWE-787
3516,CWE-125
3517,CWE-125
3518,CWE-787
3519,CWE-193
3520,CWE-787
3521,CWE-362
3522,CWE-79
3523,CWE-787
3524,CWE-312
3525,CWE-79
3526,CWE-749
3527,CWE-94
3528,CWE-89
3529,CWE-22
3530,CWE-22
3531,CWE-94
3532,CWE-22
3533,CWE-89
3534,CWE-200
3535,CWE-415
3536,CWE-20
3537,NVD-CWE-noinfo
3538,CWE-178
3539,CWE-674
3540,CWE-125
3541,CWE-125
3542,CWE-79
3543,CWE-129
3544,CWE-78
3545,CWE-434
3546,CWE-190
3547,CWE-79
3548,CWE-78
3549,CWE-119
3550,CWE-476
3551,CWE-754
3552,CWE-862
3553,CWE-79
3554,CWE-347
3555,CWE-200
3556,CWE-787
3557,CWE-787
3558,CWE-189
3559,CWE-125
3560,CWE-20
3561,CWE-787
3562,CWE-190
3563,CWE-787
3564,CWE-190
3565,CWE-787
3566,CWE-190
3567,CWE-787
3568,CWE-119
3569,CWE-522
3570,CWE-369
3571,CWE-908
3572,CWE-908
3573,CWE-193
3574,CWE-522
3575,CWE-415
3576,NVD-CWE-noinfo
3577,NVD-CWE-noinfo
3578,CWE-287
3579,CWE-79
3580,CWE-601
3581,CWE-79
3582,CWE-19
3583,CWE-326
3584,CWE-326
3585,CWE-862
3586,CWE-89
3587,CWE-20
3588,CWE-93
3589,CWE-312
3590,CWE-125
3591,CWE-89
3592,CWE-674
3593,CWE-89
3594,CWE-22
3595,CWE-22
3596,CWE-59
3597,CWE-78
3598,CWE-668
3599,CWE-78
3600,CWE-78
3601,CWE-78
3602,CWE-74
3603,CWE-74
3604,CWE-74
3605,CWE-78
3606,CWE-88
3607,CWE-915
3608,CWE-78
3609,CWE-915
3610,CWE-79
3611,CWE-502
3612,CWE-326
3613,CWE-335
3614,CWE-79
3615,CWE-89
3616,CWE-287
3617,CWE-502
3618,CWE-79
3619,CWE-89
3620,CWE-20
3621,CWE-190
3622,CWE-787
3623,CWE-476
3624,CWE-125
3625,CWE-20
3626,NVD-CWE-noinfo
3627,CWE-1321
3628,CWE-311
3629,CWE-787
3630,CWE-670
3631,CWE-674
3632,CWE-79
3633,CWE-125
3634,CWE-502
3635,CWE-401
3636,CWE-400
3637,CWE-416
3638,CWE-369
3639,CWE-362
3640,CWE-416
3641,CWE-824
3642,CWE-59
3643,CWE-918
3644,CWE-476
3645,CWE-667
3646,CWE-338
3647,CWE-416
3648,CWE-476
3649,CWE-416
3650,CWE-79
3651,CWE-79
3652,CWE-79
3653,CWE-362
3654,CWE-416
3655,CWE-908
3656,NVD-CWE-noinfo
3657,CWE-787
3658,CWE-770
3659,CWE-770
3660,CWE-125
3661,CWE-125
3662,CWE-119
3663,CWE-763
3664,CWE-415
3665,CWE-125
3666,CWE-120
3667,NVD-CWE-noinfo
3668,CWE-674
3669,CWE-770
3670,CWE-770
3671,CWE-416
3672,CWE-306
3673,CWE-416
3674,CWE-252
3675,CWE-476
3676,CWE-476
3677,CWE-476
3678,CWE-476
3679,CWE-59
3680,NVD-CWE-noinfo
3681,CWE-78
3682,CWE-22
3683,CWE-20
3684,CWE-79
3685,CWE-79
3686,CWE-74
3687,CWE-287
3688,CWE-20
3689,CWE-287
3690,CWE-434
3691,CWE-79
3692,CWE-78
3693,CWE-732
3694,CWE-908
3695,CWE-78
3696,CWE-79
3697,CWE-639
3698,CWE-269
3699,CWE-20
3700,CWE-476
3701,CWE-416
3702,CWE-79
3703,CWE-502
3704,CWE-668
3705,CWE-862
3706,CWE-787
3707,CWE-668
3708,CWE-352
3709,CWE-787
3710,CWE-834
3711,CWE-190
3712,CWE-20
3713,CWE-119
3714,CWE-476
3715,CWE-416
3716,CWE-20
3717,CWE-79
3718,CWE-401
3719,CWE-401
3720,CWE-908
3721,CWE-190
3722,CWE-401
3723,CWE-59
3724,CWE-787
3725,CWE-369
3726,CWE-476
3727,CWE-908
3728,CWE-787
3729,CWE-125
3730,CWE-617
3731,CWE-416
3732,CWE-476
3733,CWE-362
3734,CWE-59
3735,CWE-59
3736,CWE-59
3737,CWE-59
3738,CWE-362
3739,CWE-416
3740,CWE-79
3741,CWE-640
3742,CWE-269
3743,CWE-125
3744,CWE-401
3745,CWE-125
3746,CWE-787
3747,CWE-125
3748,CWE-787
3749,CWE-401
3750,CWE-125
3751,CWE-125
3752,CWE-787
3753,CWE-193
3754,CWE-787
3755,CWE-193
3756,CWE-787
3757,CWE-787
3758,CWE-787
3759,CWE-401
3760,CWE-401
3761,CWE-401
3762,CWE-22
3763,CWE-79
3764,CWE-125
3765,CWE-369
3766,CWE-203
3767,CWE-79
3768,CWE-787
3769,CWE-78
3770,CWE-89
3771,CWE-89
3772,CWE-125
3773,CWE-79
3774,CWE-20
3775,CWE-125
3776,CWE-190
3777,CWE-369
3778,CWE-79
3779,CWE-193
3780,CWE-787
3781,CWE-79
3782,CWE-79
3783,CWE-79
3784,CWE-89
3785,CWE-502
3786,CWE-22
3787,CWE-190
3788,CWE-125
3789,CWE-125
3790,CWE-787
3791,CWE-79
3792,CWE-79
3793,CWE-79
3794,CWE-79
3795,CWE-79
3796,CWE-79
3797,CWE-79
3798,CWE-79
3799,CWE-79
3800,CWE-79
3801,CWE-20
3802,CWE-79
3803,CWE-434
3804,CWE-79
3805,CWE-1236
3806,CWE-79
3807,CWE-667
3808,CWE-331
3809,CWE-787
3810,CWE-787
3811,CWE-798
3812,CWE-601
3813,CWE-77
3814,CWE-863
3815,CWE-787
3816,CWE-416
3817,CWE-369
3818,CWE-125
3819,CWE-79
3820,CWE-327
3821,CWE-798
3822,CWE-125
3823,CWE-732
3824,CWE-125
3825,CWE-416
3826,CWE-125
3827,CWE-125
3828,CWE-125
3829,CWE-787
3830,CWE-254
3831,CWE-352
3832,CWE-400
3833,CWE-119
3834,NVD-CWE-noinfo
3835,CWE-79
3836,CWE-400
3837,CWE-79
3838,CWE-88
3839,CWE-20
3840,CWE-94
3841,CWE-665
3842,CWE-787
3843,CWE-672
3844,CWE-787
3845,CWE-787
3846,CWE-787
3847,CWE-754
3848,CWE-787
3849,CWE-78
3850,CWE-119
3851,CWE-79
3852,CWE-754
3853,CWE-863
3854,CWE-908
3855,CWE-269
3856,CWE-125
3857,CWE-776
3858,CWE-416
3859,CWE-125
3860,CWE-416
3861,CWE-416
3862,CWE-401
3863,CWE-476
3864,CWE-476
3865,CWE-476
3866,CWE-119
3867,CWE-119
3868,NVD-CWE-noinfo
3869,CWE-119
3870,CWE-862
3871,CWE-862
3872,CWE-79
3873,CWE-476
3874,CWE-674
3875,CWE-79
3876,CWE-79
3877,CWE-611
3878,CWE-1021
3879,NVD-CWE-noinfo
3880,CWE-200
3881,CWE-79
3882,CWE-295
3883,NVD-CWE-noinfo
3884,NVD-CWE-noinfo
3885,CWE-79
3886,CWE-276
3887,CWE-1236
3888,CWE-276
3889,CWE-276
3890,CWE-732
3891,CWE-269
3892,NVD-CWE-noinfo
3893,CWE-601
3894,CWE-79
3895,CWE-346
3896,CWE-862
3897,CWE-346
3898,CWE-295
3899,CWE-338
3900,CWE-502
3901,CWE-434
3902,CWE-682
3903,CWE-787
3904,CWE-682
3905,CWE-787
3906,CWE-327
3907,CWE-909
3908,CWE-78
3909,CWE-20
3910,CWE-20
3911,CWE-79
3912,NVD-CWE-noinfo
3913,NVD-CWE-noinfo
3914,CWE-209
3915,CWE-74
3916,CWE-79
3917,CWE-502
3918,CWE-681
3919,CWE-362
3920,CWE-203
3921,CWE-444
3922,CWE-444
3923,CWE-444
3924,CWE-434
3925,CWE-444
3926,CWE-79
3927,CWE-22
3928,CWE-665
3929,CWE-755
3930,CWE-91
3931,CWE-79
3932,CWE-79
3933,CWE-352
3934,CWE-401
3935,CWE-401
3936,CWE-79
3937,CWE-120
3938,CWE-401
3939,CWE-252
3940,CWE-401
3941,CWE-502
3942,CWE-787
3943,CWE-352
3944,CWE-276
3945,NVD-CWE-noinfo
3946,CWE-79
3947,CWE-190
3948,CWE-74
3949,CWE-125
3950,CWE-908
3951,CWE-416
3952,CWE-476
3953,CWE-416
3954,CWE-787
3955,CWE-125
3956,CWE-415
3957,CWE-190
3958,CWE-787
3959,CWE-416
3960,CWE-79
3961,CWE-416
3962,CWE-400
3963,CWE-918
3964,CWE-918
3965,NVD-CWE-noinfo
3966,CWE-352
3967,CWE-843
3968,CWE-772
3969,CWE-79
3970,CWE-787
3971,CWE-787
3972,CWE-273
3973,CWE-120
3974,CWE-416
3975,CWE-59
3976,NVD-CWE-noinfo
3977,CWE-787
3978,NVD-CWE-noinfo
3979,NVD-CWE-noinfo
3980,CWE-79
3981,CWE-79
3982,CWE-787
3983,CWE-354
3984,CWE-436
3985,CWE-401
3986,CWE-401
3987,CWE-401
3988,CWE-401
3989,NVD-CWE-noinfo
3990,CWE-617
3991,CWE-287
3992,CWE-674
3993,CWE-79
3994,CWE-476
3995,NVD-CWE-noinfo
3996,CWE-22
3997,CWE-838
3998,NVD-CWE-noinfo
3999,CWE-79
4000,CWE-307
4001,CWE-307
4002,CWE-94
4003,CWE-401
4004,CWE-401
4005,CWE-401
4006,CWE-401
4007,CWE-401
4008,CWE-401
4009,CWE-401
4010,CWE-401
4011,CWE-401
4012,CWE-401
4013,CWE-401
4014,CWE-401
4015,CWE-401
4016,CWE-401
4017,CWE-401
4018,CWE-401
4019,CWE-401
4020,CWE-401
4021,CWE-401
4022,CWE-401
4023,CWE-401
4024,CWE-401
4025,CWE-401
4026,CWE-401
4027,CWE-401
4028,CWE-401
4029,CWE-401
4030,CWE-401
4031,CWE-401
4032,CWE-401
4033,CWE-401
4034,CWE-401
4035,CWE-401
4036,CWE-401
4037,CWE-401
4038,CWE-401
4039,CWE-401
4040,CWE-401
4041,CWE-401
4042,CWE-401
4043,CWE-401
4044,CWE-125
4045,CWE-476
4046,NVD-CWE-noinfo
4047,CWE-125
4048,CWE-20
4049,CWE-89
4050,CWE-125
4051,CWE-125
4052,CWE-681
4053,CWE-670
4054,NVD-CWE-noinfo
4055,CWE-125
4056,CWE-672
4057,CWE-119
4058,CWE-94
4059,CWE-434
4060,CWE-119
4061,NVD-CWE-noinfo
4062,NVD-CWE-noinfo
4063,CWE-79
4064,CWE-125
4065,CWE-674
4066,CWE-754
4067,CWE-416
4068,CWE-416
4069,CWE-476
4070,CWE-79
4071,CWE-79
4072,CWE-79
4073,CWE-476
4074,CWE-732
4075,CWE-120
4076,CWE-400
4077,CWE-476
4078,CWE-755
4079,CWE-434
4080,CWE-476
4081,CWE-125
4082,CWE-908
4083,CWE-427
4084,NVD-CWE-Other
4085,NVD-CWE-Other
4086,CWE-347
4087,NVD-CWE-Other
4088,CWE-787
4089,CWE-416
4090,CWE-89
4091,CWE-327
4092,CWE-916
4093,CWE-119
4094,CWE-400
4095,CWE-755
4096,NVD-CWE-Other
4097,CWE-444
4098,CWE-79
4099,CWE-79
4100,CWE-79
4101,CWE-79
4102,CWE-401
4103,CWE-125
4104,CWE-203
4105,CWE-835
4106,CWE-755
4107,CWE-601
4108,CWE-125
4109,CWE-611
4110,CWE-416
4111,CWE-125
4112,CWE-125
4113,CWE-787
4114,CWE-287
4115,CWE-190
4116,CWE-787
4117,CWE-787
4118,CWE-415
4119,CWE-190
4120,CWE-476
4121,CWE-78
4122,CWE-120
4123,CWE-787
4124,CWE-415
4125,CWE-476
4126,CWE-835
4127,CWE-125
4128,CWE-125
4129,CWE-22
4130,CWE-476
4131,CWE-416
4132,CWE-476
4133,CWE-400
4134,CWE-287
4135,CWE-459
4136,CWE-909
4137,CWE-125
4138,CWE-125
4139,CWE-787
4140,CWE-787
4141,CWE-327
4142,CWE-78
4143,CWE-347
4144,CWE-755
4145,CWE-770
4146,CWE-19
4147,CWE-22
4148,CWE-125
4149,CWE-755
4150,CWE-755
4151,CWE-131
4152,CWE-835
4153,CWE-125
4154,CWE-787
4155,CWE-755
4156,CWE-755
4157,CWE-668
4158,CWE-787
4159,CWE-416
4160,CWE-79
4161,CWE-601
4162,CWE-22
4163,CWE-319
4164,CWE-78
4165,CWE-611
4166,CWE-200
4167,CWE-436
4168,CWE-601
4169,CWE-79
4170,CWE-401
4171,CWE-918
4172,CWE-79
4173,CWE-362
4174,CWE-416
4175,CWE-908
4176,CWE-415
4177,CWE-401
4178,CWE-189
4179,CWE-79
4180,CWE-401
4181,CWE-401
4182,CWE-401
4183,NVD-CWE-noinfo
4184,CWE-352
4185,CWE-434
4186,CWE-79
4187,NVD-CWE-Other
4188,CWE-125
4189,CWE-79
4190,CWE-862
4191,CWE-416
4192,CWE-787
4193,CWE-476
4194,CWE-190
4195,CWE-787
4196,CWE-862
4197,CWE-834
4198,CWE-908
4199,CWE-532
4200,CWE-352
4201,CWE-79
4202,CWE-19
4203,CWE-20
4204,NVD-CWE-noinfo
4205,CWE-22
4206,CWE-362
4207,CWE-59
4208,CWE-862
4209,CWE-862
4210,CWE-787
4211,CWE-116
4212,CWE-78
4213,CWE-20
4214,CWE-79
4215,CWE-79
4216,CWE-125
4217,CWE-120
4218,CWE-190
4219,CWE-787
4220,CWE-434
4221,CWE-89
4222,CWE-120
4223,CWE-611
4224,CWE-476
4225,CWE-79
4226,CWE-78
4227,CWE-120
4228,NVD-CWE-Other
4229,CWE-611
4230,CWE-74
4231,CWE-89
4232,CWE-522
4233,CWE-89
4234,CWE-434
4235,CWE-755
4236,NVD-CWE-noinfo
4237,CWE-78
4238,CWE-287
4239,NVD-CWE-noinfo
4240,CWE-200
4241,CWE-327
4242,CWE-125
4243,CWE-415
4244,CWE-125
4245,CWE-119
4246,CWE-125
4247,CWE-125
4248,CWE-125
4249,CWE-79
4250,CWE-307
4251,CWE-684
4252,CWE-119
4253,CWE-352
4254,CWE-79
4255,CWE-120
4256,CWE-697
4257,CWE-697
4258,CWE-22
4259,CWE-79
4260,NVD-CWE-Other
4261,CWE-93
4262,CWE-77
4263,CWE-707
4264,CWE-114
4265,CWE-79
4266,CWE-79
4267,CWE-125
4268,CWE-125
4269,CWE-125
4270,CWE-350
4271,CWE-347
4272,CWE-532
4273,CWE-125
4274,CWE-125
4275,CWE-125
4276,CWE-125
4277,CWE-125
4278,CWE-22
4279,CWE-79
4280,CWE-79
4281,NVD-CWE-noinfo
4282,CWE-908
4283,CWE-909
4284,CWE-601
4285,CWE-416
4286,CWE-787
4287,CWE-476
4288,CWE-476
4289,CWE-476
4290,NVD-CWE-noinfo
4291,CWE-203
4292,CWE-212
4293,NVD-CWE-Other
4294,CWE-434
4295,CWE-444
4296,CWE-203
4297,CWE-362
4298,CWE-532
4299,CWE-190
4300,CWE-787
4301,CWE-125
4302,CWE-787
4303,CWE-79
4304,CWE-20
4305,CWE-20
4306,CWE-78
4307,CWE-22
4308,CWE-22
4309,CWE-190
4310,CWE-125
4311,CWE-787
4312,CWE-706
4313,CWE-706
4314,CWE-787
4315,CWE-416
4316,CWE-120
4317,CWE-347
4318,CWE-79
4319,CWE-79
4320,CWE-362
4321,CWE-787
4322,CWE-787
4323,CWE-835
4324,CWE-416
4325,CWE-667
4326,CWE-787
4327,CWE-20
4328,CWE-668
4329,CWE-20
4330,CWE-74
4331,CWE-22
4332,CWE-190
4333,CWE-401
4334,NVD-CWE-noinfo
4335,CWE-20
4336,CWE-787
4337,CWE-125
4338,CWE-908
4339,CWE-770
4340,CWE-79
4341,NVD-CWE-noinfo
4342,CWE-89
4343,CWE-22
4344,CWE-125
4345,CWE-125
4346,CWE-787
4347,CWE-306
4348,CWE-120
4349,CWE-295
4350,CWE-476
4351,CWE-617
4352,CWE-754
4353,CWE-611
4354,CWE-200
4355,CWE-94
4356,CWE-476
4357,CWE-125
4358,CWE-22
4359,CWE-79
4360,CWE-79
4361,CWE-79
4362,CWE-476
4363,CWE-532
4364,CWE-347
4365,CWE-862
4366,CWE-434
4367,CWE-319
4368,CWE-190
4369,CWE-787
4370,CWE-276
4371,CWE-125
4372,CWE-862
4373,CWE-863
4374,CWE-415
4375,CWE-416
4376,CWE-476
4377,CWE-476
4378,CWE-835
4379,NVD-CWE-Other
4380,NVD-CWE-Other
4381,CWE-190
4382,CWE-787
4383,CWE-787
4384,CWE-787
4385,CWE-770
4386,CWE-330
4387,CWE-89
4388,CWE-79
4389,CWE-78
4390,CWE-74
4391,CWE-281
4392,CWE-862
4393,CWE-862
4394,CWE-269
4395,CWE-120
4396,NVD-CWE-noinfo
4397,CWE-862
4398,CWE-200
4399,NVD-CWE-Other
4400,CWE-79
4401,CWE-285
4402,CWE-312
4403,NVD-CWE-Other
4404,CWE-347
4405,CWE-347
4406,CWE-212
4407,CWE-532
4408,CWE-22
4409,CWE-327
4410,CWE-770
4411,CWE-674
4412,CWE-862
4413,CWE-312
4414,CWE-89
4415,CWE-863
4416,CWE-755
4417,CWE-79
4418,CWE-863
4419,CWE-78
4420,CWE-78
4421,CWE-22
4422,CWE-863
4423,CWE-327
4424,CWE-601
4425,CWE-697
4426,CWE-697
4427,CWE-79
4428,CWE-22
4429,CWE-94
4430,CWE-276
4431,CWE-502
4432,CWE-94
4433,CWE-352
4434,CWE-918
4435,CWE-89
4436,CWE-79
4437,CWE-352
4438,CWE-79
4439,CWE-89
4440,CWE-79
4441,CWE-79
4442,CWE-345
4443,CWE-74
4444,CWE-502
4445,CWE-120
4446,CWE-552
4447,CWE-89
4448,CWE-79
4449,CWE-79
4450,CWE-79
4451,NVD-CWE-Other
4452,CWE-79
4453,NVD-CWE-Other
4454,CWE-74
4455,NVD-CWE-Other
4456,CWE-20
4457,CWE-476
4458,CWE-252
4459,CWE-20
4460,CWE-908
4461,CWE-20
4462,CWE-617
4463,CWE-787
4464,CWE-125
4465,CWE-20
4466,CWE-617
4467,CWE-119
4468,CWE-20
4469,CWE-787
4470,CWE-787
4471,NVD-CWE-Other
4472,CWE-134
4473,CWE-476
4474,CWE-787
4475,CWE-20
4476,CWE-787
4477,CWE-125
4478,CWE-787
4479,CWE-476
4480,CWE-787
4481,CWE-125
4482,CWE-787
4483,CWE-787
4484,CWE-770
4485,CWE-787
4486,CWE-347
4487,CWE-79
4488,CWE-345
4489,CWE-755
4490,NVD-CWE-Other
4491,CWE-681
4492,CWE-89
4493,CWE-22
4494,CWE-22
4495,CWE-601
4496,CWE-178
4497,CWE-200
4498,CWE-22
4499,CWE-203
4500,CWE-208
4501,CWE-22
4502,CWE-347
4503,CWE-502
4504,CWE-862
4505,CWE-22
4506,NVD-CWE-Other
4507,CWE-269
4508,CWE-79
4509,CWE-732
4510,CWE-79
4511,CWE-1236
4512,NVD-CWE-Other
4513,CWE-669
4514,CWE-20
4515,CWE-352
4516,CWE-295
4517,CWE-297
4518,CWE-428
4519,CWE-345
4520,CWE-79
4521,CWE-668
4522,CWE-73
4523,CWE-125
4524,CWE-613
4525,CWE-672
4526,CWE-78
4527,CWE-78
4528,CWE-79
4529,CWE-79
4530,CWE-79
4531,CWE-79
4532,CWE-434
4533,CWE-863
4534,NVD-CWE-noinfo
4535,CWE-862
4536,CWE-125
4537,CWE-125
4538,CWE-125
4539,CWE-787
4540,CWE-416
4541,CWE-125
4542,CWE-20
4543,CWE-416
4544,CWE-352
4545,CWE-295
4546,CWE-276
4547,CWE-59
4548,CWE-269
4549,NVD-CWE-noinfo
4550,CWE-125
4551,CWE-416
4552,CWE-787
4553,CWE-125
4554,CWE-191
4555,CWE-787
4556,CWE-787
4557,CWE-22
4558,NVD-CWE-Other
4559,CWE-287
4560,CWE-330
4561,CWE-787
4562,CWE-476
4563,CWE-787
4564,CWE-611
4565,CWE-416
4566,CWE-20
4567,CWE-79
4568,CWE-20
4569,CWE-125
4570,CWE-120
4571,CWE-125
4572,CWE-125
4573,CWE-125
4574,CWE-787
4575,CWE-674
4576,CWE-119
4577,CWE-416
4578,CWE-863
4579,CWE-843
4580,CWE-125
4581,CWE-787
4582,CWE-681
4583,CWE-670
4584,CWE-125
4585,CWE-787
4586,CWE-787
4587,CWE-125
